Period,Name,Team,Age,Pos,Level,ERA,W,L,SV,BS,G,GS,CG,SHO,IP,K,BB,H,2B,3B,HR,SB,CS,BK,WP,PO,R,ER,AVG,OBP,SLG
Last3,"Schoeck, Otis",SCRN,23,P,ML,2.95,2,3,0,0,6,6,0,0,36.67,17,10,41,8,2,2,0,3,0,0,0,18,12,0.27200000000000002,0.317,0.39100000000000001
Last3,"Schoolman, Jesse",CASP,30,P,ML,3.98,2,0,2,1,35,0,0,0,43,29,9,51,3,3,7,0,0,0,2,0,23,19,0.28299999999999997,0.317,0.45
Last3,"Schroeder, Boyd",BANG,30,P,ML,4.45,28,24,3,1,73,66,6,2,424.67,251,146,432,83,11,49,14,6,1,18,0,232,210,0.253,0.312,0.40100000000000002
Last3,"Schroll, Cal",MIDL,26,P,ML,5.58,8,7,0,0,34,31,1,1,163,57,55,211,39,1,19,1,2,1,14,0,109,101,0.30099999999999999,0.35199999999999998,0.441
Last3,"Scott, Mark",LAKE,26,P,ML,5.4,0,1,1,1,3,0,0,0,1.67,1,2,2,1,0,0,0,0,0,0,0,1,1,0.28599999999999998,0.44400000000000001,0.42899999999999999
Last3,"Sebek, Dale",SF,33,P,ML,5.13,22,26,0,0,73,73,5,1,419.33,213,171,470,68,7,45,7,8,0,28,0,253,239,0.27200000000000002,0.33800000000000002,0.39800000000000002
Last3,"Shaffer, Tom",ROCK,31,P,ML,4.42,14,5,6,4,123,0,0,0,217.67,133,85,230,41,4,32,12,7,2,4,0,117,107,0.26,0.32500000000000001,0.42499999999999999
Last3,"Shakespeare, William",SUGR,29,P,ML,3.89,23,23,0,0,64,64,3,1,397.67,360,171,364,85,6,42,12,7,0,24,0,182,172,0.23400000000000001,0.31,0.377
Last3,"Shooter, Hipp",LOUI,28,P,ML,4.0599999999999996,18,12,5,4,101,23,0,0,270.33,136,99,294,15,2,20,16,9,2,12,0,128,122,0.26600000000000001,0.32600000000000001,0.33800000000000002
Last3,"Simmoms, Anthony",MAHO,28,P,ML,5.85,2,4,10,3,69,0,0,0,103,50,48,143,27,2,12,1,1,3,14,0,83,67,0.316,0.38200000000000001,0.46500000000000002
Last3,"Simmons, Bill",TEX,32,P,ML,4.41,10,5,6,2,71,0,0,0,118.33,37,39,120,10,2,17,0,4,0,2,0,58,58,0.253,0.309,0.38900000000000001
Last3,"Smith, Winston",NORW,23,P,ML,8.48,0,3,0,0,10,10,0,0,40.33,11,13,79,10,1,1,2,1,0,4,0,41,38,0.39500000000000002,0.432,0.47
Last3,"Snowden, Vernon",FRIS,32,P,ML,5.5,7,7,2,2,49,16,0,0,127.67,83,45,164,32,3,19,1,1,0,14,0,80,78,0.3,0.35299999999999998,0.47299999999999998
Last3,"Snyder, Seth",EDMO,32,P,ML,5.54,19,13,0,1,59,47,1,1,287.33,134,138,343,47,10,27,23,11,2,20,0,186,177,0.28499999999999998,0.35799999999999998,0.40699999999999997
Last3,"Stanger, Gordon (10)",FRIS,25,P,ML,4.88,1,3,3,4,52,0,0,0,59,20,38,72,8,0,6,2,2,0,8,0,42,32,0.28899999999999998,0.38300000000000001,0.39400000000000002
Last3,"Stearman, Ron",PEOR,29,P,ML,4.59,11,9,8,2,107,2,0,0,176.33,110,78,191,42,2,14,2,4,4,14,0,95,90,0.26500000000000001,0.33700000000000002,0.38800000000000001
Last3,"Stephenson, Philip",OMA,36,P,ML,5.64,14,28,5,1,84,52,0,0,301.33,186,127,334,79,3,39,27,11,5,24,0,201,189,0.27,0.33800000000000002,0.433
Last3,"Stickney, Ron",SF,34,P,ML,6.61,9,4,15,11,85,0,0,0,126.67,67,48,157,39,1,31,4,6,1,14,0,96,93,0.29199999999999998,0.35,0.54200000000000004
Last3,"Stjohn, James",NORW,31,P,ML,5.43,9,12,4,1,78,19,0,0,197.33,79,52,270,39,8,30,8,6,0,16,0,135,119,0.313,0.35199999999999998,0.48099999999999998
Last3,"Stone, Otha",SCRN,29,P,ML,6.37,18,29,0,0,76,66,2,0,342,164,85,491,70,7,49,7,11,3,16,0,259,242,0.32400000000000001,0.36,0.47599999999999998
Last3,"Sullivan, Brian",LAKE,30,P,ML,4.8899999999999997,10,7,13,1,87,6,0,0,136.33000000000001,112,44,152,41,2,23,2,2,1,10,0,77,74,0.27100000000000002,0.32400000000000001,0.47399999999999998
Last3,"Surprise, Pumpkin (8)",CASP,31,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
Last3,"Suyama, Johnny",IDA,32,P,ML,5.95,18,17,1,4,91,34,2,2,293.33,139,101,378,56,9,36,14,6,2,28,0,205,194,0.3,0.35199999999999998,0.44500000000000001
Last3,"Swafford, Steve",MAIN,30,P,ML,1.08,1,0,0,0,8,0,0,0,8.33,5,4,7,2,0,1,0,0,0,0,0,1,1,0.219,0.30599999999999999,0.375
Last3,"Talamantes, Herschel",LV,25,P,ML,7.27,0,1,0,0,5,5,0,0,26,9,8,42,8,1,3,0,0,0,2,0,21,21,0.35,0.39100000000000001,0.50800000000000001
Last3,"Tang, Nathan",OMA,31,P,ML,4.7699999999999996,16,16,6,2,89,31,0,0,253,137,87,280,46,2,34,17,10,1,16,0,146,134,0.26900000000000002,0.32600000000000001,0.41599999999999998
Last3,"Tarvin, Antoine",CASP,31,P,ML,3.98,28,18,0,0,71,71,6,4,449.67,323,154,425,83,12,54,27,6,1,10,0,212,199,0.24,0.3,0.39100000000000001
Last3,"Tat, Irv",IDA,33,P,ML,5.16,14,25,4,0,70,65,0,0,336.67,217,120,373,64,8,39,31,21,2,16,0,208,193,0.27,0.32800000000000001,0.41199999999999998
Last3,"Taylor, Grover",LV,30,P,ML,5.86,5,4,5,4,45,0,0,0,55.33,25,27,75,17,1,5,1,0,0,2,0,36,36,0.311,0.38100000000000001,0.45200000000000001
Last3,"Teitsworth, Elijah",RICH,30,P,ML,4.5999999999999996,16,4,12,7,124,0,0,0,162.33000000000001,124,45,187,36,4,21,4,5,0,12,0,84,83,0.27700000000000002,0.32300000000000001,0.436
Last3,"Telimus, Vis",RICH,32,P,ML,4.05,18,18,0,0,64,58,0,0,322.33,282,97,322,50,2,33,11,12,2,18,0,152,145,0.25,0.30199999999999999,0.36899999999999999
Last3,"Terrell, Carlos",DAY,26,P,ML,5.46,1,2,0,2,27,0,0,0,29.67,7,19,27,5,0,0,0,0,0,2,0,18,18,0.23300000000000001,0.34100000000000003,0.27600000000000002
Last3,"Terrell, Clifford",CHES,26,P,ML,5,2,2,6,1,50,0,0,0,72,27,18,89,9,0,7,1,2,0,10,0,44,40,0.29199999999999998,0.33100000000000002,0.39
Last3,"Thompson, John",NORW,28,P,ML,5.13,12,7,14,6,130,0,0,0,221,85,60,280,37,5,27,9,5,1,30,0,140,126,0.29699999999999999,0.33900000000000002,0.433
Last3,"Thompson, Morgan",EDMO,25,P,ML,4.88,12,12,0,0,37,37,0,0,201,115,89,208,46,2,23,4,4,1,10,0,122,109,0.25600000000000001,0.33,0.40300000000000002
Last3,"Thornton, Frederick",ROCK,29,P,ML,16.88,0,0,0,0,5,0,0,0,2.67,0,1,9,3,0,1,0,0,0,0,0,5,5,0.52900000000000003,0.55600000000000005,0.88200000000000001
Last3,"Tippett, Mike",IDA,26,P,ML,5.09,5,2,3,1,57,0,0,0,88.33,28,31,119,21,2,12,3,1,0,6,0,50,50,0.31,0.36099999999999999,0.46899999999999997
Last3,"Tirone, Kenneth (25)",PEOR,28,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
Last3,"Tofu, Killer",PORT,26,P,ML,4.32,6,5,6,1,49,10,0,0,114.67,88,38,123,22,0,12,6,7,0,4,0,56,55,0.26300000000000001,0.31900000000000001,0.38800000000000001
Last3,"Tran, Bobby",LV,32,P,ML,4.45,20,20,0,0,71,71,4,1,426.33,301,74,466,114,13,61,14,9,1,22,0,225,211,0.26700000000000002,0.29699999999999999,0.45200000000000001
Last3,"Turner, Cameron",LOUI,28,P,ML,4.84,31,18,0,0,71,71,1,0,435.33,151,131,547,73,7,37,35,27,1,26,0,250,234,0.29499999999999998,0.34200000000000003,0.40200000000000002
Last3,"Turner, Ferric",TEX,32,P,ML,4.9000000000000004,10,8,2,0,36,30,0,0,161.66999999999999,121,76,166,25,3,22,7,3,0,20,0,92,88,0.255,0.33300000000000002,0.40400000000000003
Last3,"Tyus, Gerald",TEX,31,P,ML,4.2699999999999996,19,7,7,5,93,10,2,1,213,89,83,230,30,2,21,3,3,0,8,0,102,101,0.26500000000000001,0.32900000000000001,0.376
Last3,"Veil, Ryan (10)",LV,30,P,ML,4.1900000000000004,14,16,6,3,87,29,0,0,289.67,92,76,324,58,7,27,12,7,2,24,0,156,135,0.27200000000000002,0.315,0.4
Last3,"Veres, Stew",ALTO,29,P,ML,4.05,30,23,0,0,74,74,4,3,453,243,92,532,66,10,49,26,26,3,10,0,227,204,0.28100000000000003,0.315,0.40500000000000003
Last3,"Voorheis, Steve",PEOR,29,P,ML,5.55,18,19,2,0,72,56,1,1,313,116,139,373,80,6,35,4,3,3,20,0,206,193,0.28399999999999997,0.35299999999999998,0.434
Last3,"Vrieze, Anton",ROCK,32,P,ML,4.55,5,1,3,1,58,0,0,0,89,82,35,97,17,0,16,1,3,0,4,0,45,45,0.26600000000000001,0.33100000000000002,0.44500000000000001
Last3,"Wallace, Wallace",NORW,24,P,ML,5.76,7,11,0,0,35,35,0,0,170.33,80,54,215,44,2,17,3,1,2,2,0,115,109,0.29599999999999999,0.34499999999999997,0.433
Last3,"Wallington, Williams (13)",LAKE,32,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
Last3,"Ward, Tom",PEOR,24,P,ML,5.23,1,2,0,0,5,4,0,0,20.67,10,8,21,3,0,6,0,0,0,0,0,12,12,0.253,0.31900000000000001,0.50600000000000001
Last3,"Watkins, Jason",SUGR,31,P,ML,6.2,2,7,3,2,68,7,0,0,97.33,45,51,112,29,2,18,0,1,2,14,0,71,67,0.27700000000000002,0.35799999999999998,0.49299999999999999
Last3,"Welles, Jackie",BANG,30,P,ML,4.92,18,18,4,0,75,52,2,0,351.33,267,111,390,97,5,49,15,6,1,22,0,204,192,0.27,0.32200000000000001,0.44600000000000001
Last3,"Welschmeyer, Larry",ERIE,36,P,ML,4.12,18,8,0,3,69,27,2,1,242.67,117,57,265,52,1,31,4,3,0,14,0,117,111,0.26700000000000002,0.307,0.41499999999999998
Last3,"Whitehead, Elden",CASP,30,P,ML,4.9800000000000004,13,9,1,3,116,0,0,0,207.67,173,81,207,42,3,24,9,4,0,10,0,118,115,0.249,0.316,0.39400000000000002
Last3,"William, Chris",BANG,30,P,ML,4.41,23,15,3,7,94,36,2,1,337,181,117,349,48,6,36,10,9,4,28,0,172,165,0.25700000000000001,0.316,0.38
Last3,"Williams, Dan",ALTO,29,P,ML,4.78,9,9,2,6,84,0,0,0,154.33000000000001,79,56,173,30,2,23,2,1,0,14,0,86,82,0.27200000000000002,0.33100000000000002,0.434
Last3,"Williams, Frederick",ELP,32,P,ML,4.33,8,7,7,7,97,0,0,0,151.66999999999999,83,39,181,23,4,19,10,10,1,14,0,83,73,0.28499999999999998,0.32600000000000001,0.42299999999999999
Last3,"Williams, Greg",ERIE,29,P,ML,5.7,18,23,0,0,70,65,1,1,339.33,219,107,437,78,4,44,8,6,3,20,0,237,215,0.3,0.34799999999999998,0.45
Last3,"Wilson, Goldie",WISC,30,P,ML,3.84,18,6,0,4,109,0,0,0,262.67,122,87,298,26,1,17,4,5,1,18,0,120,112,0.27400000000000002,0.32800000000000001,0.34699999999999998
Last3,"Wilson, Troy",CHES,32,P,ML,3.39,12,8,14,9,127,0,0,0,273.33,108,56,322,30,6,17,17,10,3,22,0,110,103,0.28199999999999997,0.316,0.36299999999999999
Last3,"Wollner, Donnie",NORW,27,P,ML,5.21,2,12,11,6,93,0,0,0,131.33000000000001,50,49,161,31,1,19,4,1,1,10,0,82,76,0.28999999999999998,0.34799999999999998,0.45200000000000001
Last3,"Wolodarsky, Sucre",CHES,30,P,ML,3.98,25,21,0,0,71,71,9,5,470.33,131,115,514,60,7,48,23,6,2,18,0,227,208,0.26700000000000002,0.308,0.38
Last3,"Wong, Marcelino",BANG,30,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
Last3,"Wood, Gilbert",SUGR,28,P,ML,6.23,8,13,0,0,37,34,0,0,180.67,103,68,234,40,2,19,6,2,0,20,0,128,125,0.30199999999999999,0.35799999999999998,0.432
Last3,"Wow, Pizza",ELP,29,P,ML,3.93,7,10,14,8,121,1,0,0,224.67,98,91,238,27,3,18,14,17,1,14,0,104,98,0.26100000000000001,0.32800000000000001,0.35599999999999998
Last3,"Wyatt, Bray",OKC,31,P,ML,3.24,47,14,0,0,72,72,22,7,550.66999999999996,276,111,554,76,6,41,16,5,3,24,0,217,198,0.251,0.28699999999999998,0.34699999999999998
Last3,"Ziebarth, Brady",OKC,30,P,ML,4.3499999999999996,25,20,0,0,72,72,3,2,423.67,261,116,465,74,11,49,6,6,1,18,0,234,205,0.26800000000000002,0.314,0.40799999999999997
Last3,"Zurly-Light, Don",OKC,26,P,ML,3.37,9,12,1,1,45,19,0,0,144.33000000000001,78,38,156,23,1,11,2,2,1,4,0,70,54,0.26500000000000001,0.309,0.36299999999999999
LastYear,"Acoba, Joe",MAHO,37,P,ML,4,12,11,0,0,32,32,1,1,182.33,109,64,188,29,5,23,7,5,2,8,0,82,81,0.25600000000000001,0.315,0.40300000000000002
LastYear,"Acree, George",AUCK,29,P,ML,5.03,5,4,1,5,55,0,0,0,59,53,26,70,20,1,11,0,1,0,2,0,35,33,0.28299999999999997,0.35199999999999998,0.50600000000000001
LastYear,"Adam, John",RICH,26,P,ML,4.3099999999999996,15,4,1,0,28,23,1,1,150.33000000000001,64,68,145,39,1,20,3,1,1,8,0,74,72,0.24299999999999999,0.32100000000000001,0.41299999999999998
LastYear,"Adcock, Garry",CHES,27,P,ML,9,0,1,1,0,9,0,0,0,7,4,2,11,0,0,2,0,0,0,0,0,9,7,0.34399999999999997,0.38200000000000001,0.53100000000000003
LastYear,"Adkins, Duane",PORT,30,P,ML,3.41,6,4,4,1,47,0,0,0,129.33000000000001,91,33,112,29,1,11,6,5,0,4,0,58,49,0.224,0.27200000000000002,0.35199999999999998
LastYear,"Alexender, Terrell",ALTO,31,P,ML,6.12,3,2,0,0,15,15,0,0,75,79,13,93,18,0,15,1,4,0,4,0,54,51,0.29199999999999998,0.32,0.49099999999999999
LastYear,"Allocco, Booker",DAY,36,P,ML,5.81,6,9,0,0,25,25,1,1,128.66999999999999,44,47,172,22,1,12,6,4,0,4,0,93,83,0.308,0.36199999999999999,0.41599999999999998
LastYear,"Alsobrook, Ernie",LOUI,32,P,ML,5.57,9,8,1,1,32,23,0,0,140.66999999999999,52,44,175,28,3,19,0,0,0,14,0,92,87,0.29299999999999998,0.34200000000000003,0.44600000000000001
LastYear,"Anderson, Steve",OKC,39,P,ML,7.99,3,7,0,0,14,14,0,0,71,25,31,124,18,0,8,7,8,0,6,0,67,63,0.36799999999999999,0.42099999999999999,0.49299999999999999
LastYear,"Annen, Franklin",PORT,34,P,ML,4.41,13,7,1,0,29,28,2,2,181.67,74,38,220,38,1,14,9,8,2,10,0,92,89,0.28799999999999998,0.32100000000000001,0.39500000000000002
LastYear,"Appleby, Rene",RICH,26,P,ML,99.99,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,2,0.999,0.999,0.999
LastYear,"Armstrong, Matthew",LOUI,32,P,ML,5,7,2,8,1,49,0,0,0,84.67,60,43,95,16,1,8,1,4,1,2,0,50,47,0.27200000000000002,0.35199999999999998,0.39300000000000002
LastYear,"Arteaga, Mike",OMA,31,P,ML,6.72,5,7,4,1,45,18,0,0,143.33000000000001,110,61,176,29,3,23,1,2,0,4,0,116,107,0.28999999999999998,0.35499999999999998,0.46200000000000002
LastYear,"Ashby, Joe",ALTO,28,P,ML,5.19,4,4,1,0,59,0,0,0,93.67,35,44,99,20,1,14,4,2,0,4,0,61,54,0.26100000000000001,0.33700000000000002,0.42899999999999999
LastYear,"Atari, Martin",OKC,31,P,ML,4.76,14,15,0,0,32,32,4,2,181.33,128,60,190,29,6,27,1,0,2,8,0,104,96,0.25900000000000001,0.315,0.42499999999999999
LastYear,"Atwell, Emmanuel",PEOR,30,P,ML,6.28,3,2,2,0,17,14,0,0,67.33,22,52,72,26,2,10,1,2,1,0,0,47,47,0.26300000000000001,0.38,0.48199999999999998
LastYear,"Banister, Dave",ERIE,29,P,ML,8.19,3,6,6,7,44,0,0,0,48.33,40,24,84,8,1,7,2,1,0,2,0,50,44,0.36699999999999999,0.42699999999999999,0.502
LastYear,"Bean Jr, Danny",SCRN,28,P,ML,3.73,6,4,2,1,55,0,0,0,111,37,28,116,18,2,14,1,1,1,6,0,53,46,0.25800000000000001,0.30199999999999999,0.40100000000000002
LastYear,"Beard, Silver",OKC,27,P,ML,4.97,13,13,0,0,32,32,1,0,172,131,54,193,32,8,23,1,1,0,14,0,103,95,0.27200000000000002,0.32400000000000001,0.437
LastYear,"Beckers, Joshua",NORW,21,P,ML,7.49,4,7,0,0,15,15,0,0,67.33,27,18,109,23,2,7,0,0,0,4,0,61,56,0.35,0.38600000000000001,0.505
LastYear,"Beckham, Rich",AUCK,26,P,ML,3.92,4,2,31,6,49,0,0,0,43.67,11,7,63,9,0,3,1,0,0,2,0,20,19,0.32500000000000001,0.34799999999999998,0.41799999999999998
LastYear,"Bell, Bill",SUGR,31,P,ML,4.9000000000000004,3,6,12,4,55,0,0,0,86.33,39,28,97,12,1,9,5,3,0,6,0,50,47,0.27200000000000002,0.32600000000000001,0.38800000000000001
LastYear,"Berger, Joe",LV,29,P,ML,6.77,0,4,3,4,57,0,0,0,91.67,48,30,131,27,3,15,3,4,0,6,0,77,69,0.32300000000000001,0.36899999999999999,0.51500000000000001
LastYear,"Bianchi, Joe",LAKE,30,P,ML,3.84,13,9,0,0,32,32,0,0,185,196,59,198,38,4,23,0,6,0,10,0,93,79,0.26300000000000001,0.317,0.41599999999999998
LastYear,"Birkil, Hippy",OMA,35,P,ML,5.13,11,9,0,1,37,29,3,0,179,96,64,184,39,2,31,6,8,1,14,0,108,102,0.255,0.316,0.44400000000000001
LastYear,"Bisaillon, Ralph",LAKE,29,P,ML,4.24,15,11,0,0,33,33,5,1,216.67,126,75,240,43,0,19,3,7,1,10,0,104,102,0.27,0.32600000000000001,0.38200000000000001
LastYear,"Black, Coffee",ROME,38,P,ML,5.8,2,5,1,3,36,0,0,0,49.67,44,14,59,10,1,12,1,1,0,2,0,34,32,0.28399999999999997,0.32900000000000001,0.51400000000000001
LastYear,"Bliss, Andrew",ROCK,24,P,ML,11.57,0,1,0,0,2,2,0,0,7,8,3,12,2,0,4,0,0,0,0,0,9,9,0.36399999999999999,0.41699999999999998,0.78800000000000003
LastYear,"Boisse, Leo",SUGR,29,P,ML,6.86,7,6,1,1,30,14,0,0,103.67,74,63,123,22,4,11,1,1,0,6,0,83,79,0.28299999999999997,0.374,0.42899999999999999
LastYear,"Bonet, Glenn",ROME,33,P,ML,5.29,3,4,0,1,40,4,0,0,68,25,33,85,14,0,9,1,2,1,0,0,40,40,0.29399999999999998,0.36599999999999999,0.436
LastYear,"Bordwell, John",AUCK,31,P,ML,3.9,13,6,0,0,30,30,0,0,191.67,116,73,189,15,1,15,7,5,1,12,0,86,83,0.247,0.313,0.32900000000000001
LastYear,"Bormann, Harry",PEOR,25,P,ML,1.53,1,1,1,0,14,0,0,0,29.33,11,9,17,4,0,2,0,0,0,4,0,5,5,0.16200000000000001,0.22800000000000001,0.25700000000000001
LastYear,"Bosa, Bryan",MAHO,28,P,ML,3.32,4,3,6,2,50,0,0,0,76,38,34,73,11,1,3,2,5,0,6,0,33,28,0.24299999999999999,0.31900000000000001,0.316
LastYear,"Breunig, Ed",ELP,25,P,ML,2.64,3,2,7,1,34,0,0,0,47.67,34,13,34,3,1,3,2,1,0,0,0,16,14,0.192,0.247,0.27100000000000002
LastYear,"Brim, Carl",OKC,38,P,ML,4.3899999999999997,1,0,7,0,52,0,0,0,55.33,26,23,59,15,0,5,0,1,1,4,0,28,27,0.26200000000000001,0.33100000000000002,0.39600000000000002
LastYear,"Briscoe, Lenny",CASP,32,P,ML,5.18,8,6,9,6,62,0,0,0,106,46,38,108,19,2,14,5,1,0,2,0,61,61,0.254,0.315,0.40600000000000003
LastYear,"Brown, Julian",MAIN,30,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Burkley, Dustin",CHES,27,P,ML,6.31,0,2,3,1,15,3,0,0,25.67,8,7,31,6,0,2,0,0,0,2,0,19,18,0.28699999999999998,0.33,0.39800000000000002
LastYear,"Burns, Eddie (1)",ERIE,30,P,ML,4.88,1,2,18,1,23,0,0,0,24,24,9,20,6,0,2,1,0,0,2,0,13,13,0.217,0.28699999999999998,0.34799999999999998
LastYear,"Bussell, Dave",FRIS,27,P,ML,4.82,10,13,0,0,35,35,3,0,188.67,117,73,227,36,3,23,8,5,0,12,0,118,101,0.28599999999999998,0.34599999999999997,0.42599999999999999
LastYear,"Buttermaker, Morris",CASP,26,P,ML,4.25,12,11,0,0,31,31,5,3,199,124,69,226,21,2,13,15,6,1,18,0,105,94,0.27500000000000002,0.33100000000000002,0.35199999999999998
LastYear,"Buzbee, Lionel",CHES,25,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Buzzelli, Devon",MAIN,26,P,ML,4.84,10,9,0,0,30,30,2,0,165.67,60,43,196,30,1,19,7,2,1,12,0,101,89,0.28299999999999997,0.32500000000000001,0.41099999999999998
LastYear,"Caccavale, Armando",ALTO,26,P,ML,5.58,10,6,2,2,62,0,0,0,127.33,74,72,140,18,4,12,6,3,2,4,0,85,79,0.26800000000000002,0.35699999999999998,0.38700000000000001
LastYear,"Cage, Christian",LOUI,35,P,ML,2.94,1,1,6,1,24,0,0,0,33.67,19,8,38,9,0,2,1,1,0,2,0,13,11,0.27300000000000002,0.313,0.38100000000000001
LastYear,"Cagle, Val",FRIS,35,P,ML,4.57,2,5,2,2,40,0,0,0,65,30,19,70,12,2,9,1,1,2,4,0,35,33,0.26400000000000001,0.313,0.42599999999999999
LastYear,"Call, Jay",PEOR,32,P,ML,5.83,4,5,1,2,35,0,0,0,54,30,18,62,12,0,9,1,0,1,2,0,36,35,0.27700000000000002,0.33100000000000002,0.45100000000000001
LastYear,"Callis, Dave",SF,36,P,ML,5.8,12,7,0,0,26,26,1,0,138,115,65,149,36,2,21,1,4,0,8,0,96,89,0.26500000000000001,0.34100000000000003,0.44800000000000001
LastYear,"Cambra, Luke",BANG,30,P,ML,6.25,4,4,3,2,59,0,0,0,103.67,62,53,126,21,2,14,9,5,2,6,0,78,72,0.28799999999999998,0.36499999999999999,0.442
LastYear,"Campbell, Colton",RICH,31,P,ML,4.49,4,1,9,1,62,0,0,0,104.33,73,26,112,19,3,9,1,3,0,6,0,55,52,0.26400000000000001,0.30599999999999999,0.38600000000000001
LastYear,"Carpenter, Darrell",SUGR,27,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Carroll, Mike",BANG,31,P,ML,5.29,0,6,7,4,56,0,0,0,100.33,50,45,111,23,1,16,8,3,0,2,0,61,59,0.26900000000000002,0.34100000000000003,0.44700000000000001
LastYear,"Caruso, Bob",WISC,36,P,ML,3.15,4,3,5,2,38,0,0,0,68.67,28,19,67,8,0,7,3,3,1,2,0,29,24,0.245,0.29499999999999998,0.35199999999999998
LastYear,"Chacon, Shannon",MIDL,29,P,ML,5.53,5,15,0,0,31,31,3,0,179,62,62,241,47,3,19,2,1,0,4,0,123,110,0.31,0.36099999999999999,0.45100000000000001
LastYear,"Channing, Todd",PORT,32,P,ML,4.26,5,7,10,5,42,3,0,0,76,34,24,87,11,2,8,3,5,0,6,0,42,36,0.27600000000000002,0.32700000000000001,0.4
LastYear,"Chavarria, Greg",ROME,36,P,ML,3.16,3,0,6,2,42,0,0,0,57,26,24,62,7,0,8,1,0,1,2,0,27,20,0.26600000000000001,0.33500000000000002,0.39900000000000002
LastYear,"Clanton, Paul",ALTO,31,P,ML,2.0099999999999998,4,2,28,5,41,0,0,0,40.33,15,10,34,4,1,3,3,0,0,2,0,11,9,0.219,0.26700000000000002,0.316
LastYear,"Clara, Terry (11)",RICH,30,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Clark, Davis",FRIS,25,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Cleary, Rogelio",TEX,35,P,ML,4.2,4,2,2,2,35,0,0,0,49.33,21,15,55,6,2,5,2,0,0,2,0,23,23,0.27100000000000002,0.32100000000000001,0.39400000000000002
LastYear,"Cobb, Jacob",TEX,37,P,ML,4.71,7,2,4,2,52,0,0,0,80.33,30,33,82,16,1,9,2,2,0,8,0,49,42,0.254,0.32300000000000001,0.39300000000000002
LastYear,"Collins, Chaz",LAKE,31,P,ML,4.45,2,3,7,1,45,0,0,0,54.67,30,19,56,11,1,12,0,0,0,8,0,30,27,0.255,0.314,0.47699999999999998
LastYear,"Contra, Nester",MAIN,33,P,ML,4.03,9,7,1,0,27,19,0,0,145.33000000000001,86,37,144,31,5,17,4,6,0,2,0,66,65,0.248,0.29299999999999998,0.40699999999999997
LastYear,"Coontz, Rich",BANG,31,P,ML,3.91,2,3,6,3,39,0,0,0,48.33,24,20,48,5,0,5,1,1,0,4,0,21,21,0.249,0.31900000000000001,0.35199999999999998
LastYear,"Cooper, Manny",PEOR,29,P,ML,5.81,2,6,0,0,28,14,0,0,91.33,42,44,105,20,2,10,0,4,0,8,0,61,59,0.27700000000000002,0.35199999999999998,0.42
LastYear,"Corbett, Barry",SUGR,25,P,ML,5.13,3,2,13,3,52,0,0,0,79,55,34,95,21,1,10,5,2,0,8,0,49,45,0.28599999999999998,0.35199999999999998,0.44600000000000001
LastYear,"Corbin, John",LAKE,29,P,ML,5.34,2,4,4,1,47,0,0,0,64,49,33,68,11,1,9,2,3,0,2,0,42,38,0.26200000000000001,0.34499999999999997,0.41499999999999998
LastYear,"Corns, Cedric",CHES,35,P,ML,3.88,4,1,32,3,54,0,0,0,67.33,41,19,82,18,2,6,3,1,0,2,0,29,29,0.28899999999999998,0.33300000000000002,0.43
LastYear,"Costanza, Seven",IDA,29,P,ML,6.1,4,7,2,1,41,20,1,1,134.33000000000001,105,60,145,36,1,19,2,0,1,8,0,98,91,0.26500000000000001,0.33700000000000002,0.438
LastYear,"Coulbourne, Mervin",OMA,26,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Cradle, Alfonso",MAHO,34,P,ML,5.92,6,3,5,1,30,10,0,0,76,22,22,97,13,1,14,2,0,0,0,0,52,50,0.29799999999999999,0.34300000000000003,0.47399999999999998
LastYear,"Craigen, Oscar",DAY,28,P,ML,4.04,4,2,15,4,44,0,0,0,71.33,36,33,74,12,3,7,1,1,0,6,0,35,32,0.25700000000000001,0.33300000000000002,0.39200000000000002
